,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Assiniboia,49.6334,-105.9845,85.91,26,11,16.11,CA,1628077157
359,Būlaevo,54.9056,70.4439,65.93,62,100,4.16,KZ,1628120071
360,Manadhoo,5.7667,73.3833,81.61,79,93,10.09,MV,1628125314
361,Upernavik,72.7868,-56.1549,45.52,72,4,0.83,GL,0
362,Phan Thiet,10.9333,108.1,80.98,79,100,13.71,VN,1628116591
363,Dormidontovka,47.7702,134.9076,78.82,62,89,3.53,RU,1628106123
364,Podgorenskiy,50.405,39.6429,62.85,62,18,3.91,RU,1628128504
365,Tahe,52.3333,124.7333,59.13,98,100,3.09,CN,1628107648
366,São Filipe,14.8961,-24.4956,77.56,88,100,3.6,CV,1628061694
367,Emporia,38.4039,-96.1817,84.4,45,1,12.66,US,1628076580
368,Tokur,53.1333,132.9,52.36,98,100,3.27,RU,1628105501
369,Sitka,57.0531,-135.33,62.49,94,90,4.61,US,1628082407
370,Lumphat,13.4878,106.9816,74.79,99,100,4.14,KH,1628116661
371,Honningsvåg,70.9821,25.9704,47.82,87,99,16.26,NO,1628120904
372,Craig,40.5153,-107.5464,83.16,21,1,5.75,US,1628079029
373,Stornoway,58.2093,-6.3865,55.92,94,90,9.22,GB,1628137583
374,Bilibino,68.0546,166.4372,51.26,69,98,4.16,RU,1628090835
375,Saquena,-4.6667,-73.5167,79.86,52,54,0.94,PE,1628074944
376,Zaykovo,57.5613,62.7568,61.52,96,44,1.01,RU,1628121168
377,Hualmay,-11.0964,-77.6139,64.63,84,34,7.02,PE,1628076409
378,Port Hedland,-20.3167,118.5667,62.65,48,90,18.41,AU,1628116441
379,Ziro,27.6333,93.8333,58.17,95,79,2.28,IN,1628118593
380,Raahe,64.6833,24.4833,53.69,76,97,12.82,FI,1628127418
381,Kailua,21.4022,-157.7394,85.98,61,75,18.41,US,1628093134
382,Panguna,-6.3164,155.4848,78.39,75,47,0.6,PG,1628106501
383,Norfolk,42.1668,-71.2495,71.55,87,90,8.05,US,1628070078
384,Alofi,-19.0595,-169.9187,73.29,83,98,9.22,NU,1628099181
385,Mazatlán,23.2167,-106.4167,86.02,81,75,4.0,MX,1628080653
386,Tazovsky,67.4667,78.7,58.41,85,5,6.35,RU,1628112472
387,Ust'-Omchug,61.15,149.6333,48.61,59,69,10.76,RU,1628099016
388,Sulangan,11.1373,123.7228,83.98,70,99,11.21,PH,1628112825
389,Tabou,4.423,-7.3528,75.49,86,99,9.04,CI,1628058390
390,Tokoname,34.8833,136.85,90.09,79,20,3.44,JP,1628107499
391,Santa Cruz de La Palma,28.6835,-17.7642,73.54,73,40,16.11,ES,1628145284
392,Markivka,49.5229,39.5705,65.14,56,37,5.19,UA,1628128696
393,Pangnirtung,66.1451,-65.7125,44.78,94,100,4.05,CA,1628061584
394,Saýat,38.7839,63.8803,84.07,20,34,9.01,TM,1628124546
395,Hamilton,39.1834,-84.5333,82.35,49,75,9.22,US,1628073682
396,Alta Floresta,-9.8756,-56.0861,75.92,33,23,3.85,BR,1628071151
397,Broome,42.2506,-75.833,73.78,57,1,0.0,US,1628071166
398,Dongsheng,39.8161,109.9776,68.0,39,1,10.07,CN,1628113341
399,Prieska,-29.6641,22.7474,56.52,36,39,6.15,ZA,1628140253
400,Tezu,27.9167,96.1667,76.24,88,48,3.85,IN,1628118005
401,Bourail,-21.5667,165.4833,74.68,53,84,5.64,NC,1628105290
402,Kiama,-34.6833,150.8667,62.58,56,52,8.99,AU,1628110031
403,Mount Darwin,-16.7725,31.5838,48.02,65,0,2.57,ZW,1628137025
404,Manzhouli,49.6,117.4333,58.06,96,100,11.23,CN,1628109976
405,Black River,18.0264,-77.8487,86.0,76,34,7.0,JM,1628074244
406,Rechka Vydrino,51.485,104.8461,63.03,70,26,3.67,RU,1628112613
407,Hofn,64.2539,-15.2082,52.74,89,94,0.4,IS,1628050610
408,Aleksandrov Gay,50.147,48.5704,72.59,69,92,11.25,RU,1628126411
409,Vostok,46.4856,135.8833,72.09,77,87,1.79,RU,1628106114
410,Zeya,53.75,127.2667,57.61,97,100,3.8,RU,1628106707
411,Barão de Melgaço,-16.1944,-55.9675,82.92,26,85,7.4,BR,1628071611
412,Vila Velha,-20.3297,-40.2925,69.75,78,40,13.8,BR,1628068186
413,Aquiraz,-3.9014,-38.3911,82.22,69,67,13.73,BR,1628066458
414,Marsá Maţrūḩ,31.3525,27.2453,79.0,89,0,6.91,EG,1628134205
415,Kumul,42.8,93.45,84.52,13,50,6.29,CN,1628116891
416,Krasnosel'kup,65.7,82.4667,64.76,73,41,5.57,RU,1628112852
417,Comodoro Rivadavia,-45.8667,-67.5,64.26,25,0,2.3,AR,1628077495
418,Santa María Malacatepec,18.9333,-98.3,73.51,76,94,0.89,MX,1628079078
419,Grindavik,63.8424,-22.4338,55.35,94,90,4.61,IS,1628052572
420,Saint Anthony,45.0205,-93.218,82.24,46,1,3.0,US,1628074916
421,Luanda,-8.8368,13.2343,68.85,92,11,7.94,AO,1628140822
422,Hailar,49.2,119.7,61.34,81,91,7.07,CN,1628109509
423,Port Hawkesbury,45.6169,-61.3485,68.92,81,1,2.3,CA,1628067163
424,Rustenburg,-25.6676,27.2421,53.58,49,0,3.51,ZA,1628138807
425,Fes,34.0372,-4.9998,77.25,43,0,9.22,MA,1628141657
426,Vao,-22.6667,167.4833,69.21,75,41,13.29,NC,1628104903
427,Maricá,-22.9194,-42.8186,67.86,77,52,2.17,BR,1628069011
428,Portland,45.5234,-122.6762,99.5,34,1,3.0,US,1628081909
429,Tayshet,55.9342,98.0044,65.07,75,56,1.23,RU,1628113172
430,Zhangaözen,43.3,52.8,87.94,19,24,7.7,KZ,1628126580
431,Cumberland,35.0502,-78.8664,77.81,77,90,9.22,US,1628072833
432,Mokhsogollokh,61.4681,128.9203,70.65,46,99,2.95,RU,1628103865
433,Griffin,33.2468,-84.2641,82.6,67,40,0.0,US,1628074335
434,Bariloche,-41.1456,-71.3082,42.55,70,0,2.3,AR,1628077740
435,Tumut,-35.3,148.2167,49.19,90,98,7.05,AU,1628110733
436,Sumbe,-11.2061,13.8437,70.02,89,2,5.03,AO,1628140853
437,Kieta,-6.2167,155.6333,84.09,74,46,6.17,PG,1628106458
438,Nouadhibou,20.931,-17.0347,73.38,68,3,14.97,MR,1628059398
439,Bayan,46.0833,127.4,74.77,85,100,14.25,CN,1628108220
440,Dingle,10.9995,122.6711,83.46,75,72,13.96,PH,1628113089
441,Jishou,28.3167,109.7167,81.55,76,0,1.92,CN,1628114712
442,Melo,-32.3667,-54.1833,50.61,96,77,7.07,UY,1628072622
443,Gornyy,55.1153,83.9059,57.79,96,100,5.32,RU,1628116781
444,Kavarna,43.4333,28.3333,77.58,95,4,7.29,BG,1628132437
445,Cockburn Town,21.4612,-71.1419,82.56,79,57,20.11,TC,1628072340
446,Vardø,70.3705,31.1107,47.77,83,100,28.74,NO,1628120724
447,Oistins,13.0667,-59.5333,80.69,78,40,8.05,BB,1628070251
448,Paciran,-6.8767,112.3761,78.22,82,52,6.06,ID,1628116887
449,Lakhdenpokh'ya,61.5198,30.1992,54.82,72,50,3.29,RU,1628127579
450,Zhigansk,66.7697,123.3711,65.61,42,22,9.6,RU,1628102267
451,Lata,40.1629,-8.3327,64.04,97,25,2.08,PT,1628141708
452,Port Moresby,-9.4431,147.1797,76.42,88,75,11.5,PG,1628108727
453,Chicama,-7.8447,-79.1469,64.94,74,9,4.63,PE,1628076531
454,Pudukkottai,10.3833,78.8167,84.06,49,100,12.39,IN,1628123662
455,São João da Barra,-21.6403,-41.0511,65.23,83,47,10.2,BR,1628068478
456,Schattdorf,46.8655,8.6547,61.41,99,100,1.7,CH,1628136610
457,Bibiani,6.4635,-2.3194,70.03,99,92,2.46,GH,1628057028
458,The Valley,18.217,-63.0578,82.54,78,40,11.5,AI,1628070678
459,Porto-Novo,6.4965,2.6036,78.62,88,100,7.65,BJ,1628142248
460,Nishifukuma,33.7667,130.4667,87.3,69,5,2.62,JP,1628109159
461,Conakry,9.538,-13.6773,78.87,89,75,2.3,GN,1628059520
462,Luganville,-15.5333,167.1667,80.38,63,48,6.15,VU,1628104397
463,Burns Lake,54.2331,-125.7533,78.22,50,62,7.65,CA,1628080881
464,Toba,34.4833,136.85,86.32,76,0,1.74,JP,1628107545
465,Xifeng,42.7372,124.7222,77.04,80,94,16.04,CN,1628109390
466,Lüderitz,-26.6481,15.1594,55.99,79,4,3.71,NA,1628141794
467,Andros Town,24.7,-77.7667,85.96,73,98,7.11,BS,1628073639
468,Newport,51.5877,-2.9984,61.68,82,79,2.48,GB,1628138501
469,Lagoa,39.05,-27.9833,72.07,92,0,12.35,PT,1628060118
470,Ajdabiya,30.7554,20.2263,87.71,25,1,6.44,LY,1628135953
471,Mana,5.6592,-53.7767,78.28,81,62,6.33,GF,1628069439
472,Puerto El Triunfo,13.2833,-88.55,90.52,81,63,3.62,SV,1628077199
473,Novy Urengoy,66.0833,76.6333,60.6,86,10,3.69,RU,1628114003
474,Roquetas de Mar,36.7642,-2.6148,73.4,66,4,8.68,ES,1628140767
475,Senneterre,48.3835,-77.2328,77.22,68,6,2.8,CA,1628070491
476,Jizan,17.3333,42.6667,88.74,70,91,7.49,SA,1628131790
477,Paita,-5.0892,-81.1144,70.36,81,0,11.16,PE,1628076798
478,Yilan,24.757,121.753,85.05,85,97,2.86,TW,1628112161
479,Burnham,41.6389,-87.5567,82.65,46,1,4.0,US,1628074071
480,Brae,60.3964,-1.353,57.11,89,100,7.2,GB,1628135611
481,Peniche,39.3558,-9.3811,67.73,87,47,10.07,PT,1628142066
482,Carballo,43.213,-8.691,63.86,90,21,4.0,ES,1628141362
483,Cap-aux-Meules,47.3821,-61.8597,66.22,68,40,2.3,CA,1628066981
484,Taltal,-25.4,-70.4833,60.3,64,12,2.71,CL,1628075866
485,Otjimbingwe,-22.35,16.1333,57.2,47,4,2.04,NA,1628141185
486,Lavrentiya,65.5833,-171.0,61.03,70,15,21.41,RU,1628173912
487,Katima Mulilo,-17.5,24.2667,54.88,42,0,5.73,NA,1628138838
488,Ust-Tsilma,65.441,52.1498,53.85,85,75,4.54,RU,1628120311
489,Kapuskasing,49.4169,-82.4331,78.89,61,40,9.22,CA,1628071542
490,Bac Lieu,9.285,105.7244,80.44,82,100,13.09,VN,1628117287
491,Sri Aman,1.2376,111.4621,75.25,94,99,2.3,MY,1628116510
492,Saldanha,-33.0117,17.9442,50.05,92,0,7.52,ZA,1628141737
493,Kiryat Gat,31.61,34.7642,84.4,40,0,3.69,IL,1628132373
494,Dawei,14.0833,98.2,76.84,94,92,2.39,MM,1628118721
495,Grand Gaube,-20.0064,57.6608,68.4,67,31,22.44,MU,1628131028
496,Huilong,31.8111,121.655,85.03,83,29,13.24,CN,1628111488
497,Inuvik,68.3499,-133.7218,68.86,37,20,6.91,CA,1628076144
498,Dogondoutchi,13.6393,4.0287,88.77,50,100,8.9,NE,1628141361
499,Poienile de sub Munte,47.8167,24.4333,60.85,69,64,3.67,RO,1628132652
500,Polyarnyye Zori,67.3661,32.4981,45.9,100,92,11.48,RU,1628123677
501,Pitimbu,-7.4706,-34.8086,72.19,87,16,10.87,BR,1628065864
502,Abu Samrah,35.3029,37.1841,81.41,42,2,6.8,SY,1628131383
503,Awjilah,29.1081,21.2869,88.16,24,0,9.28,LY,1628135866
504,Channel-Port aux Basques,47.5702,-59.1367,58.53,81,99,6.8,CA,1628066293
505,Whitianga,-36.8333,175.7,60.03,90,100,12.37,NZ,1628104313
506,Bhinga,27.7167,81.9333,75.45,89,75,3.13,IN,1628121442
507,Teahupoo,-17.8333,-149.2667,75.16,76,29,15.75,PF,1628094127
508,Mahajanga,-15.7167,46.3167,69.82,60,40,6.91,MG,1628133407
509,Gamba,-2.65,10.0,73.35,87,38,5.23,GA,1628141144
510,Montes Claros,-16.735,-43.8617,69.58,43,0,6.91,BR,1628068749
511,Codrington,-38.2667,141.9667,53.56,85,99,12.68,AU,1628112570
512,Djebeniana,35.035,10.9081,89.4,63,0,11.34,TN,1628137724
513,Rurrenabaque,-14.4413,-67.5278,70.72,56,36,1.97,BO,1628074247
514,Mandeville,18.0417,-77.5071,78.85,85,68,4.43,JM,1628074161
515,Pāsighāt,28.0667,95.3333,77.29,92,57,2.93,IN,1628118190
516,Praia da Vitória,38.7333,-27.0667,75.45,83,40,10.89,PT,1628059940
517,Alcañiz,41.05,-0.1333,73.44,50,55,5.7,ES,1628139618
518,Fort Nelson,58.8053,-122.7002,65.79,72,90,2.3,CA,1628078812
519,Toguchin,55.2353,84.3858,58.39,96,100,4.07,RU,1628116634
520,Kodār,16.9833,79.9667,80.58,69,91,14.34,IN,1628122865
521,Yatou,37.15,122.3833,81.27,78,9,9.98,CN,1628110703
522,Warrington,53.3925,-2.5802,61.12,90,0,3.44,GB,1628137993
523,Aksu,41.1231,80.2644,73.89,44,80,5.97,CN,1628120299
524,Okha,53.5739,142.9478,56.25,83,100,14.63,RU,1628102982
525,Koumac,-20.5667,164.2833,72.86,60,92,3.22,NC,1628105494
526,Ust-Nera,64.5667,143.2,56.34,38,19,8.52,RU,1628098926
527,Ahipara,-35.1667,173.1667,59.86,78,99,11.7,NZ,1628104735
528,Kenai,60.5544,-151.2583,62.1,75,75,0.0,US,1628085042
529,Mont-Dore,-22.2833,166.5833,76.98,99,58,7.85,NC,1628105086
530,Paraty,-23.2178,-44.7131,62.13,90,77,1.03,BR,1628069492
531,Simao,22.7886,100.9748,66.31,96,41,0.45,CN,1628117328
532,Pontianak,-0.0333,109.3333,73.38,100,40,4.61,ID,1628117114
533,Marzuq,14.4,46.4667,79.54,64,75,7.36,YE,1628131114
534,Korla,41.7597,86.1469,79.57,30,50,7.63,CN,1628118796
535,Kisangani,0.5167,25.2,70.23,90,36,2.42,CD,1628137265
536,Orocué,4.7912,-71.3354,74.77,83,100,4.47,CO,1628073719
537,Kyabé,9.4515,18.9449,72.72,93,89,3.29,TD,1628138103
538,Bonfim,3.0833,-59.95,76.62,83,32,3.8,BR,1628071114
539,Departamento de Maldonado,-34.6667,-54.9167,46.22,90,50,6.13,UY,1628073040
540,Mezen',65.8522,44.24,49.64,77,97,11.74,RU,1628121951
541,Juba,4.8517,31.5825,69.78,90,8,1.03,SS,1628135415
542,Chernyshevskiy,63.0128,112.4714,68.68,43,34,10.63,RU,1628107128
543,Aripuanã,-9.1667,-60.6333,76.93,38,7,1.9,BR,1628072188
544,Tandaltī,13.0167,31.8667,81.64,68,64,12.37,SD,1628134728
545,Rundu,-17.9333,19.7667,55.17,36,1,6.11,NA,1628139952
546,Opuwo,-18.0607,13.84,58.57,36,9,3.53,NA,1628141384
547,Laredo,27.5064,-99.5075,94.84,54,1,13.8,US,1628078592
548,Southbridge,42.0751,-72.0334,70.92,88,100,4.0,US,1628070279
549,Moses Lake,47.1301,-119.2781,101.61,16,1,6.91,US,1628080819
550,Sarangani,5.4033,125.4636,84.0,73,44,4.81,PH,1628112842
551,Dunbar,38.3606,-81.7374,81.14,54,40,3.44,US,1628073117
552,Northam,51.0333,-4.2167,60.3,91,100,10.0,GB,1628138911
553,Vangaindrano,-23.35,47.6,64.49,83,100,4.38,MG,1628133721
554,Rocha,-34.4833,-54.3333,46.96,94,50,6.06,UY,1628072881
555,Mersing,2.4312,103.8405,75.11,94,96,4.61,MY,1628118251
556,Port Macquarie,-31.4333,152.9167,61.9,45,1,11.3,AU,1628109202
557,Shancheng,34.7953,116.0817,81.36,85,4,4.09,CN,1628112496
558,Sobolevo,54.4299,31.8996,55.38,87,85,6.35,RU,1628129455
559,Skibbereen,51.55,-9.2667,58.8,92,95,19.73,IE,1628140015
560,Gorontalo,0.5412,123.0595,82.44,76,92,3.15,ID,1628113778
561,Shelabolikha,53.4131,82.6167,60.26,88,50,4.43,RU,1628117517
562,Tadine,-21.55,167.8833,73.38,60,62,10.25,NC,1628104712
563,Ha Giang,22.8333,104.9833,82.26,76,61,2.84,VN,1628116361
564,Wanxian,30.8039,108.3897,83.75,78,4,3.0,CN,1628114779
565,Morant Bay,17.8815,-76.4093,85.62,83,99,9.24,JM,1628073911
